VisitCode,Amount
XA-1267613,2424
XA-1163845,4380
XA-1109036,840
XA-1196982,750
XA-1237999,2769
XA-1244467,1999
XA-1174298,600
XA-1241304,14000
XA-1133704,600
XA-1214267,1500
XA-1144064,2300
XA-1121245,2000
XA-1253600,50
XA-1116688,1050
XA-1237288,2789
XA-1116404,2650
XA-1219971,500
XA-1205458,2900
XA-1182746,600
XA-1197086,0
XA-1247300,3069
XA-1084587,8890
XA-1198765,50
XA-1243548,4490
XA-1192897,950
XA-1120813,6500
XA-1237405,699
XA-1216345,2470
XA-1075330,1060
XA-1135504,2485
XA-1150512,1200
XA-1242074,150
XA-1183590,600
XA-1103638,50
XA-1198521,2100
XA-1140725,3185
XA-1125809,2210
XA-1244314,2849
XA-1083179,2600
XA-1222025,2749
XA-1213932,0
XA-1119183,1380
XA-1174258,4520
XA-1203926,1730
XA-1139642,600
XA-1170911,2515
XA-1126806,500
XA-1198526,2000
XA-1165955,50
XA-1243658,3000
XA-1247470,2360
XA-1140801,2120
XA-1247309,699
XA-1172997,3310
XA-1119407,960
XA-1253561,1000
XA-1156454,2000
XA-1137974,50
XA-1192816,2000
XA-1153763,2370
XA-1128407,600
XA-1216553,5450
XA-1084826,1600
XA-1182704,50
XA-1183187,670
XA-1222636,1999
XA-1246692,2000
XA-1109177,600
XA-1205555,1638
XA-1247313,1109
XA-1243316,3699
XA-1108948,1100
XA-1244844,1417
XA-1216331,1200
XA-1098669,150
XA-1163126,150
XA-1187602,3230
XA-1108375,1188
XA-1087872,50
XA-1215856,2000
XA-1208799,1620
XA-1086137,2220
XA-1198450,700
XA-1121221,2650
XA-1125775,3050
XA-1213711,1520
XA-1094160,2000
XA-1173328,3770
XA-1154024,2268
XA-1241241,699
XA-1075030,600
XA-1183270,3250
XA-1233740,2669
XA-1253765,750
XA-1205717,1750
XA-1100110,200
XA-1140045,50
XA-1231877,50
XA-1103485,1470
XA-1195173,3510
XA-1187911,750
XA-1216696,2330
XA-1128240,1680
XA-1171666,2612
XA-1074550,2795
XA-1083467,1520
XA-1129826,2460
XA-1195268,2170
XA-1242008,3167
XA-1267439,3699
XA-1253760,2370
XA-1138067,200
XA-1117167,1850
XA-1226387,4039
XA-1218322,2750
XA-1243372,150
XA-1102885,2710
XA-1140179,2710
XA-1075488,840
XA-1188435,1370
XA-1212051,0
XA-1235081,699
XA-1154086,3240
XA-1099922,2000
XA-1122790,3010
XA-1109341,2870
XA-1205714,600
XA-1105699,2814
XA-1199690,50
XA-1083473,2250
XA-1211890,2210
XA-1237254,2677
XA-1210305,50
XA-1086251,1600
XA-1131685,1200
XA-1077240,1600
XA-1164315,1200
XA-1139745,2260
XA-1195086,50
XA-1086337,530
XA-1212106,2978
XA-1084855,970
XA-1197072,50
XA-1087286,960
XA-1187401,1240
XA-1164000,500
XA-1234902,2600
XA-1209170,1750
XA-1244663,699
XA-1246654,2000
XA-1195548,1880
XA-1121211,1570
XA-1209390,650
XA-1193014,10
XA-1150907,2270
XA-1215906,2970
XA-1108389,1820
XA-1246282,2259
XA-1105372,1620
XA-1210352,1570
XA-1170317,500
XA-1163698,2120
XA-1076268,500
XA-1182395,600
XA-1103601,50
XA-1182767,1600
XA-1113709,4070
XA-1188598,4169
XA-1267102,3569
XA-1205780,1250
XA-1075698,6150
XA-1163037,1620
XA-1216600,5200
XA-1121769,1230
XA-1135611,1890
XA-1253737,600
XA-1083487,2750
XA-1150555,10
XA-1187389,7150
XA-1244905,50
XA-1197937,150
XA-1165953,50
XA-1113538,1380
XA-1077234,2220
XA-1126792,2600
XA-1144441,6330
XA-1187906,2040
XA-1088189,500
XA-1231838,600
XA-1088259,150
XA-1242227,150
XA-1175653,1862
XA-1102808,2830
XA-1114683,2000
XA-1197163,1160
XA-1129193,3285
XA-1241196,2000
XA-1188400,3630
XA-1195427,200
XA-1129427,5170
XA-1086103,3500
XA-1205761,750
XA-1120851,1620
XA-1076035,2000
XA-1087108,50
XA-1168646,50
XA-1109435,3820
XA-1239630,150
XA-1122079,1150
XA-1100210,1550
XA-1166355,1150
XA-1192963,8110
XA-1195559,150
XA-1070353,4630
XA-1216711,4350
XA-1078201,2830
XA-1203954,3620
XA-1081545,600
XA-1121354,600
XA-1188544,600
XA-1220714,950
XA-1197537,500
XA-1215871,3150
XA-1216561,600
XA-1114963,750
XA-1211720,1060
XA-1152700,2970
XA-1122638,500
XA-1105677,50
XA-1143558,50
XA-1247373,1659
XA-1243787,2200
XA-1222957,699
XA-1143966,150
XA-1114370,800
XA-1150373,2000
XA-1222667,1099
XA-1114836,50
XA-1208484,1600
XA-1215619,50
XA-1098595,2960
XA-1214273,1820
XA-1154093,350
XA-1171238,5950
XA-1187822,150
XA-1143477,1970
XA-1163084,4740
XA-1155967,3350
XA-1176914,2900
XA-1210117,1620
XA-1088332,50
XA-1174006,3475
XA-1208802,3970
XA-1087134,1500
XA-1193622,600
XA-1247443,3769
XA-1198094,2780
XA-1192335,2970
XA-1163848,50
XA-1237590,4019
XA-1249175,1699
XA-1139687,3480
XA-1084728,600
XA-1114969,1510
XA-1179081,2975
XA-1242143,699
XA-1180771,1560
XA-1087189,3820
XA-1222919,2847
XA-1102966,1190
XA-1087315,2000
XA-1076037,1480
XA-1208547,800
XA-1205600,800
XA-1222108,2000
XA-1267273,50
XA-1157452,2000
XA-1185826,600
XA-1133461,150
XA-1224755,1879
XA-1253497,600
XA-1093743,2740
XA-1070087,970
XA-1126800,500
XA-1128357,5654
XA-1225422,4307
XA-1222564,150
XA-1135185,3350
XA-1246703,779
XA-1183612,2870
XA-1116469,600
XA-1234976,1639
XA-1148755,1150
XA-1179417,2800
XA-1219937,970
XA-1109563,1300
XA-1106781,600
XA-1210221,2620
XA-1212059,4150
XA-1116683,5010
XA-1081408,650
XA-1167087,1390
XA-1129531,2710
XA-1098340,6340
XA-1150032,1250
XA-1213764,0
XA-1176972,2000
XA-1192666,500
XA-1081268,1300
XA-1234587,2619
XA-1173555,1420
XA-1237274,2249
XA-1122871,530
XA-1137753,3070
XA-1206014,1000
XA-1121396,2220
XA-1234735,600
XA-1150462,2670
XA-1247509,2120
XA-1183646,1600
XA-1157199,50
XA-1224863,2370
XA-1173185,1340
XA-1182296,2250
XA-1195452,3590
XA-1153930,600
XA-1083465,200
XA-1188423,200
XA-1197536,1565
XA-1114353,400
XA-1193368,1160
XA-1203885,600
XA-1146950,2450
XA-1225413,550
XA-1232242,2549
XA-1234178,1050
XA-1175316,1380
XA-1121270,2220
XA-1125808,970
XA-1108727,1600
XA-1156010,1732
XA-1183682,2500
XA-1076079,2000
XA-1100064,960
XA-1204334,1210
XA-1188563,1050
XA-1101436,1340
XA-1192848,50
XA-1122071,2515
XA-1143418,2280
XA-1233743,1069
XA-1185690,1870
XA-1222608,6760
XA-1188756,950
XA-1222826,2599
XA-1192852,50
XA-1208700,2220
XA-1213969,50
XA-1197153,1060
XA-1218186,2775
XA-1211942,500
XA-1224494,5169
XA-1198153,970
XA-1195454,3370
XA-1183238,900
XA-1224943,3989
XA-1198024,600
XA-1085916,1560
XA-1219908,3120
XA-1121115,600
XA-1218287,2910
XA-1192750,5770
XA-1163304,1600
XA-1163245,2000
XA-1244846,200
XA-1087343,7660
XA-1129567,1050
XA-1246741,6801
XA-1150534,5300
XA-1188362,200
XA-1150153,5046
XA-1210685,2760
XA-1222579,5500
XA-1202314,5370
XA-1139814,1970
XA-1183306,600
XA-1195552,1600
XA-1166662,50
XA-1163226,2000
XA-1195638,2970
XA-1220385,978
XA-1098706,4430
XA-1183474,2060
XA-1087177,6410
XA-1170172,50
XA-1119210,600
XA-1209760,2260
XA-1215889,3290
XA-1247387,3419
XA-1222944,699
XA-1222950,1250
XA-1166875,4147
XA-1222013,1000
XA-1117533,2300
XA-1180564,3510
XA-1116640,150
XA-1070203,150
XA-1182493,2000
XA-1243708,1809
XA-1198830,2000
XA-1234602,699
XA-1209012,2780
XA-1113734,970
XA-1193677,1400
XA-1221778,2409
XA-1129662,2645
XA-1168898,2340
XA-1233777,2129
XA-1144161,1300
XA-1175645,740
XA-1234102,1389
XA-1171465,830
XA-1218390,1670
XA-1098821,50
XA-1203957,1900
XA-1107029,1380
XA-1116159,2470
XA-1131442,1360
XA-1195123,970
XA-1174051,1900
XA-1171346,3750
XA-1222881,1880
XA-1134590,2240
XA-1247587,150
XA-1192517,50
XA-1214098,2450
XA-1188700,7050
XA-1144328,50
XA-1071539,3115
XA-1216668,2630
XA-1244078,1579
XA-1153539,3260
XA-1241213,1499
XA-1246663,2000
XA-1128374,600
XA-1183319,600
XA-1082501,2220
XA-1083470,500
XA-1211734,150
XA-1214101,1650
XA-1094197,3377
XA-1088289,2230
XA-1208862,600
XA-1222100,50
XA-1183069,2260
XA-1239458,1999
XA-1140988,1910
XA-1150158,2640
XA-1253754,1079
XA-1166152,4000
XA-1157463,600
XA-1210583,1900
XA-1213950,600
XA-1152751,800
XA-1231835,50
XA-1093737,2000
XA-1241207,2672
XA-1098426,780
XA-1135559,2390
XA-1158010,10100
XA-1102865,2095
XA-1244902,50
XA-1187884,2670
XA-1153065,2000
XA-1225380,530
XA-1219920,1138
XA-1214213,4370
XA-1120822,3000
XA-1234623,2000
XA-1202406,650
XA-1170524,970
XA-1125480,2750
XA-1071912,600
XA-1203912,3100
XA-1246655,3099
XA-1185918,2230
XA-1214283,2170
XA-1243373,3300
XA-1128771,500
XA-1097671,1700
XA-1093935,2170
XA-1235864,2479
XA-1206362,600
XA-1201429,8960
XA-1140983,2560
XA-1172130,1250
XA-1206491,2000
XA-1087935,1840
XA-1163396,600
XA-1069218,2350
XA-1177757,2240
XA-1116584,4410
XA-1147601,9270
XA-1067852,600
XA-1228043,699
XA-1163200,1100
XA-1208242,2470
XA-1112616,400
XA-1172241,3100
XA-1123208,960
XA-1241016,1069
XA-1215132,480
XA-1107976,900
XA-1252443,2899
XA-1068136,1970
XA-1250223,500
XA-1241352,1849
XA-1123909,2150
XA-1231327,1621
XA-1261432,2324
XA-1227899,3749
XA-1199841,500
XA-1249731,1069
XA-1128806,4200
XA-1258497,50
XA-1097885,600
XA-1116577,3400
XA-1211397,150
XA-1222306,10
XA-1194003,1800
XA-1074514,1600
XA-1066785,2760
XA-1258661,3550
XA-1265432,1500
XA-1175765,3040
XA-1177583,4660
XA-1233170,200
XA-1223675,50
XA-1154177,1050
XA-1206844,1684
XA-1201486,2600
XA-1249887,1500
XA-1205094,50
XA-1170364,1600
XA-1254440,7107
XA-1165024,600
XA-1184732,600
XA-1217135,2600
XA-1258891,4369
XA-1078805,3940
XA-1233365,699
XA-1069516,200
XA-1244009,849
XA-1088097,2240
XA-1093114,970
XA-1065107,50
XA-1167444,2000
XA-1222265,2000
XA-1180198,1880
XA-1233166,2000
XA-1084117,450
XA-1093009,600
XA-1222226,3119
XA-1074762,730
XA-1125598,600
XA-1254659,1649
XA-1202966,50
XA-1206553,500
XA-1097601,970
XA-1142462,50
XA-1067092,970
XA-1142251,1260
XA-1071624,3370
XA-1195883,3060
XA-1116325,1970
XA-1244359,2179
XA-1191141,3260
XA-1109723,840
XA-1067667,0
XA-1267346,1489
XA-1086626,970
XA-1211233,2000
XA-1165604,960
XA-1147758,3050
XA-1204911,4570
XA-1228045,1099
XA-1099352,200
XA-1196487,2150
XA-1236243,699
XA-1200979,970
XA-1144753,50
XA-1184800,760
XA-1186624,1272
XA-1204711,2000
XA-1254298,699
XA-1165868,900
XA-1215933,530
XA-1072345,50
XA-1245975,1649
XA-1080663,960
XA-1082611,3980
XA-1259513,1350
XA-1166354,2460
XA-1100919,2110
XA-1090287,6500
XA-1264386,50
XA-1115314,2100
XA-1231303,3059
XA-1191154,1000
XA-1060333,50
XA-1103713,200
XA-1112694,1865
XA-1173048,6770
XA-1180042,2900
XA-1128478,3060
XA-1211229,3350
XA-1215106,2720
XA-1256955,899
XA-1215968,600
XA-1264505,1599
XA-1167970,200
XA-1217567,2130
XA-1180139,1980
XA-1066567,0
XA-1206693,1710
XA-1256398,1489
XA-1211355,2000
XA-1124124,600
XA-1151788,2000
XA-1172379,50
XA-1074707,1490
XA-1243514,2879
XA-1124069,2368
XA-1093410,600
XA-1258577,1149
XA-1172612,1780
XA-1204700,5068
XA-1208075,980
XA-1221802,2379
XA-1173515,50
XA-1172662,1450
XA-1113067,4690
XA-1080556,4880
XA-1254201,2921
XA-1252074,2519
XA-1250218,699
XA-1258541,3109
XA-1201012,500
XA-1212430,2920
XA-1102152,7010
XA-1231346,2989
XA-1070382,1500
XA-1076169,50
XA-1262418,2954
XA-1172696,1050
XA-1227710,1919
XA-1246542,1249
XA-1136689,150
XA-1128498,150
XA-1133851,400
XA-1136366,5480
XA-1250772,1949
XA-1101023,600
XA-1194453,1500
XA-1062852,780
XA-1240091,1069
XA-1254139,5819
XA-1200627,880
XA-1100688,400
XA-1184187,3120
XA-1252954,2079
XA-1094082,600
XA-1196278,1050
XA-1067658,1176
XA-1161649,1350
XA-1252004,771
XA-1259672,4000
XA-1142504,600
XA-1226719,699
XA-1194673,3150
XA-1132471,2350
XA-1124174,50
XA-1135945,600
XA-1265201,6000
XA-1176321,1100
XA-1204698,500
XA-1221847,2120
XA-1128446,3450
XA-1265290,3019
XA-1258462,1199
XA-1263403,200
XA-1236191,4847
XA-1085406,3370
XA-1215028,500
XA-1250701,400
XA-1228602,1000
XA-1100654,1860
XA-1094099,2170
XA-1207667,1600
XA-1062266,1520
XA-1172191,600
XA-1195979,1250
XA-1194848,3048
XA-1079208,150
XA-1103557,500
XA-1245352,1309
XA-1136739,1790
XA-1122601,600
XA-1222714,350
XA-1219145,750
XA-1060469,600
XA-1099406,150
XA-1084118,550
XA-1248649,150
XA-1128468,600
XA-1141957,5520
XA-1112746,6498
XA-1133038,1990
XA-1233064,2749
XA-1237062,2019
XA-1100734,1690
XA-1178894,3210
XA-1228532,4129
XA-1193612,2850
XA-1100538,50
XA-1200632,500
XA-1148005,2620
XA-1097249,1350
XA-1115726,1650
XA-1080274,3300
XA-1144548,3110
XA-1194691,1510
XA-1177671,1900
XA-1177918,4000
XA-1249670,699
XA-1172769,2600
XA-1067935,150
XA-1232917,3499
XA-1245999,1755
XA-1240450,3319
XA-1184923,2375
XA-1135667,1240
XA-1211359,2000
XA-1224985,3719
XA-1194715,600
XA-1246448,9150
XA-1215208,2100
XA-1135903,2262
XA-1212534,1350
XA-1265317,350
XA-1107602,4170
XA-1203140,600
XA-1245613,3289
XA-1258351,699
XA-1222622,699
XA-1167491,2000
XA-1264558,1709
XA-1071895,780
XA-1061225,1000
XA-1212513,970
XA-1257738,1050
XA-1126183,1800
XA-1090639,4870
XA-1070508,600
XA-1246612,2150
XA-1140819,1430
XA-1084114,150
XA-1142250,400
XA-1069709,1460
XA-1221194,670
XA-1240430,899
XA-1235373,200
XA-1067778,5020
XA-1093184,970
XA-1179983,2370
XA-1069371,3900
XA-1099361,50
XA-1097289,6878
XA-1097965,1300
XA-1245642,2714
XA-1135765,3940
XA-1152042,600
XA-1184017,4360
XA-1201524,600
XA-1145774,2750
XA-1266975,2000
XA-1116275,600
XA-1150296,600
XA-1135997,600
XA-1256068,1629
XA-1238673,200
XA-1170619,5040
XA-1133324,1060
XA-1135916,800
XA-1186541,1600
XA-1206379,2360
XA-1078358,1770
XA-1060665,50
XA-1132512,1500
XA-1203001,500
XA-1114066,2600
XA-1144017,4000
XA-1200005,4590
XA-1093036,750
XA-1161065,2000
XA-1065267,970
XA-1177567,780
XA-1184111,4510
XA-1245661,1829
XA-1224947,750
XA-1215121,870
XA-1163001,3200
XA-1140979,500
XA-1206279,2770
XA-1104800,2590
XA-1224906,1299
XA-1093101,1600
XA-1246659,2000
XA-1266935,3199
XA-1200725,0
XA-1258501,1299
XA-1169378,2100
XA-1178006,2000
XA-1183891,1970
XA-1200934,19118
XA-1206515,800
XA-1097586,1980
XA-1172204,2900
XA-1147630,2220
XA-1089630,5368
XA-1089654,1540
XA-1250982,500
XA-1256683,7319
XA-1261255,2699
XA-1121268,1090
XA-1067815,2000
XA-1191731,20
XA-1177824,3320
XA-1176127,2650
XA-1133423,2700
XA-1085592,2850
XA-1165211,400
XA-1070400,6585
XA-1145635,1300
XA-1172555,600
XA-1141135,900
XA-1205005,1600
XA-1097844,1222
XA-1185030,600
XA-1150108,2370
XA-1265461,2349
XA-1154419,400
XA-1166231,2400
XA-1079009,4270
XA-1136291,1410
XA-1170258,50
XA-1084345,1400
XA-1211169,50
XA-1203132,900
XA-1216091,2370
XA-1191186,3020
XA-1102225,10049
XA-1230831,899
XA-1120998,4088
XA-1135389,50
XA-1267268,50
XA-1230967,2949
XA-1254185,1799
XA-1207533,600
XA-1079264,3566
XA-1243471,5969
XA-1215207,150
XA-1069708,5100
XA-1183960,600
XA-1254878,0
XA-1070001,200
XA-1060975,1120
XA-1231504,1880
XA-1167670,720
XA-1085607,600
XA-1112692,50
XA-1060896,2700
XA-1256454,2450
XA-1113957,2420
XA-1261136,2621
XA-1083917,650
XA-1250188,2269
XA-1194778,1890
XA-1099409,5860
XA-1201572,50
XA-1211071,2450
XA-1099486,4718
XA-1142218,1850
XA-1252454,400
XA-1122952,1790
XA-1177714,4780
XA-1191956,1200
XA-1258494,3123
XA-1094562,3590
XA-1186630,600
XA-1219311,1970
XA-1186770,2530
XA-1167534,3520
XA-1193746,3790
XA-1118254,1240
XA-1092552,5130
XA-1066620,2500
XA-1201471,150
XA-1184920,1900
XA-1120317,50
XA-1243015,200
XA-1254700,2784
XA-1231439,5149
XA-1203589,2230
XA-1200831,1070
XA-1067706,1500
XA-1257590,380
XA-1196138,9368
XA-1240079,3649
XA-1060377,2840
XA-1201754,150
XA-1263719,1499
XA-1172488,1600
XA-1176305,50
XA-1257603,6049
XA-1219430,1915
XA-1112899,2000
XA-1190695,2000
XA-1119837,400
XA-1072292,3412
XA-1200788,4330
XA-1099151,3180
XA-1109367,1970
XA-1137743,3630
XA-1104699,2810
XA-1076193,2000
XA-1256485,3229
XA-1240596,1849
XA-1235989,4019
XA-1151392,1600
XA-1262463,3089
XA-1083844,720
XA-1240443,50
XA-1067844,2800
XA-1136166,3070
XA-1067738,1000
XA-1173588,1610
XA-1224916,699
XA-1076449,50
XA-1184950,500
XA-1258912,2249
XA-1132419,2820
XA-1211398,1300
XA-1199835,2790
XA-1191055,600
XA-1158258,2660
XA-1082902,4460
XA-1202942,3190
XA-1125621,3400
XA-1196195,380
XA-1265500,4071
XA-1259665,1000
XA-1245633,2314
XA-1191159,1000
XA-1136786,7848
XA-1219135,1060
XA-1165876,3440
XA-1165550,970
XA-1262337,50
XA-1089838,1980
XA-1177901,6000
XA-1061036,1290
XA-1100876,150
XA-1132036,970
XA-1248475,50
XA-1090419,2000
XA-1108061,750
XA-1097852,3260
XA-1122837,600
XA-1177674,1350
XA-1140613,3220
XA-1100824,1340
XA-1221084,1200
XA-1102144,3740
XA-1163320,2650
XA-1204983,978
XA-1261707,1069
XA-1164699,2435
XA-1084096,1850
XA-1202978,1405
XA-1206306,7385
XA-1060669,1990
XA-1144201,1050
XA-1154222,600
XA-1212614,10520
XA-1217206,2000
XA-1251991,2389
XA-1115706,5365
XA-1103666,50
XA-1256511,2287
XA-1167976,600
XA-1110259,1160
XA-1216034,0
XA-1173218,2190
XA-1158325,2745
XA-1226693,400
XA-1172584,50
XA-1211093,822
XA-1097213,500
XA-1100805,50
XA-1231285,3009
XA-1227885,699
XA-1169785,1500
XA-1258309,3139
XA-1241194,2920
XA-1089638,6008
XA-1259794,6360
XA-1087756,600
XA-1086627,5067
XA-1203569,1070
XA-1245446,4749
XA-1136297,970
XA-1236134,50
XA-1080577,2640
XA-1093208,960
XA-1072868,2870
XA-1101953,50
XA-1102176,4000
XA-1169912,2550
XA-1080552,700
XA-1250882,6379
XA-1090647,1120
XA-1177856,450
XA-1151432,3600
XA-1214703,2210
XA-1067076,2600
XA-1231562,50
XA-1097705,400
XA-1080272,5440
XA-1252920,2069
XA-1093684,2100
XA-1204876,2270
XA-1150317,1490
XA-1265034,6219
XA-1062518,600
XA-1186778,1500
XA-1233442,3029
XA-1151690,3350
XA-1090447,2220
XA-1245353,699
XA-1194415,2000
XA-1098149,550
XA-1258365,50
XA-1241067,699
XA-1133039,3560
XA-1254251,3029
XA-1132390,960
XA-1132170,600
XA-1221562,1100
XA-1120564,1020
XA-1176175,2400
XA-1233513,3179
XA-1165061,625
XA-1178763,3730
XA-1128799,2590
XA-1165788,4060
XA-1079436,3340
XA-1236138,1999
XA-1216037,0
XA-1141524,1400
XA-1216092,4770
XA-1086677,1060
XA-1245307,3176
XA-1121204,840
XA-1176233,1470
XA-1142159,6500
XA-1249770,799
XA-1217566,2688
XA-1245946,699
XA-1248233,2079
XA-1080553,1620
XA-1168220,200
XA-1215029,350
XA-1257468,3539
XA-1266999,500
XA-1249970,2679
XA-1142275,1732
XA-1238769,1470
XA-1142243,150
XA-1200830,600
XA-1185382,600
XA-1212647,150
XA-1092488,3450
XA-1238957,1299
XA-1097363,970
XA-1210941,600
XA-1070053,2060
XA-1267052,7250
XA-1180083,4088
XA-1252446,500
XA-1172818,2175
XA-1248471,2889
XA-1070610,660
XA-1205105,2220
XA-1227982,2729
XA-1178089,1980
XA-1233015,1520
XA-1132517,2330
XA-1092485,600
XA-1250522,1069
XA-1206412,2000
XA-1186357,5158
XA-1204793,3400
XA-1265309,5624
XA-1155428,2400
XA-1127546,7942
XA-1254680,1699
XA-1240562,1949
XA-1116589,2900
XA-1098142,2600
XA-1118536,1200
XA-1183882,50
XA-1062849,2960
XA-1155091,2650
XA-1254859,1851
XA-1122815,4550
XA-1060666,600
XA-1089627,150
XA-1062807,3438
XA-1228906,1049
XA-1207629,600
XA-1245931,6107
XA-1191772,50
XA-1205048,3850
XA-1184185,50
XA-1245465,2749
XA-1267333,4180
XA-1259723,6500
XA-1090269,3100
XA-1243898,1099
XA-1221837,4210
XA-1120215,1200
XA-1144175,560
XA-1122848,2200
XA-1119858,400
XA-1147513,3680
XA-1128433,970
XA-1265149,2224
XA-1243520,3109
XA-1173491,1130
XA-1093735,2380
XA-1085640,400
XA-1230955,3149
XA-1194708,2570
XA-1071817,2150
XA-1097877,2590
XA-1097797,50
XA-1216005,1200
XA-1070060,3907
XA-1266899,2460
XA-1090488,1340
XA-1227974,4419
XA-1211268,970
XA-1092367,2000
XA-1085374,3984
XA-1140523,5072
XA-1186808,3030
XA-1231533,3469
XA-1251989,2759
XA-1206503,3550
XA-1069244,1640
XA-1093484,800
XA-1186706,2000
XA-1158242,2460
XA-1092217,4210
XA-1257682,150
XA-1262746,2149
XA-1217325,3778
XA-1203665,2000
XA-1150507,600
XA-1074462,500
XA-1107153,3020
XA-1201661,1120
XA-1102041,50
XA-1252820,2309
XA-1168203,1920
XA-1122599,2320
XA-1068023,840
XA-1128891,1300
XA-1089515,2340
XA-1265665,200
XA-1244348,3169
XA-1231395,3749
XA-1112716,150
XA-1224006,699
XA-1258749,150
XA-1100761,980
XA-1265469,1899
XA-1173445,2000
XA-1084269,6115
XA-1103879,1100
XA-1097779,1700
XA-1127589,1840
XA-1212742,750
XA-1256609,1439
XA-1249863,1999
XA-1206536,1750
XA-1069613,2850
XA-1092447,4710
XA-1097588,2678
XA-1211230,4000
XA-1257652,2621
XA-1089626,150
XA-1093292,8070
XA-1099323,2720
XA-1186540,600
XA-1155222,50
XA-1252812,0
XA-1074431,600
XA-1261116,5719
XA-1144345,2000
XA-1212436,2300
XA-1185153,2260
XA-1116002,2220
XA-1238239,1069
XA-1127626,2000
XA-1130260,2000
XA-1128473,4560
XA-1258151,5519
XA-1112578,5870
XA-1217321,4095
XA-1252066,150
XA-1145030,1650
XA-1062986,2888
XA-1123019,2000
XA-1141608,600
XA-1072365,1200
XA-1158471,2000
XA-1090439,5090
XA-1067839,1820
XA-1228781,50
XA-1193661,3250
XA-1203047,3300
XA-1223766,2069
XA-1265936,3639
XA-1145660,920
XA-1254725,3079
XA-1163173,450
XA-1082844,3810
XA-1226743,200
XA-1178102,2600
XA-1222086,910
XA-1060386,200
XA-1235788,570
XA-1169923,2240
XA-1173456,3450
XA-1200135,2510
XA-1130182,3240
XA-1264837,2199
XA-1080286,2960
XA-1068080,50
XA-1246343,1891
XA-1060396,900
XA-1217761,1600
XA-1181383,600
XA-1122674,600
XA-1177960,2000
XA-1163132,50
XA-1121032,3390
XA-1169951,1430
XA-1161462,1080
XA-1128586,2600
XA-1217301,50
XA-1069519,1200
XA-1205161,2950
XA-1110442,4020
XA-1206877,500
XA-1069605,1520
XA-1092392,5630
XA-1078296,2815
XA-1184717,500
XA-1103447,2520
XA-1261436,974
XA-1097987,1420
XA-1245761,3719
XA-1161464,2120
XA-1172675,1100
XA-1211333,2610
XA-1172681,3085
XA-1093251,950
XA-1084306,1597
XA-1264808,50
XA-1177925,4760
XA-1160916,200
XA-1121153,2360
XA-1246939,1019
XA-1128726,3150
XA-1246675,2000
XA-1109732,3790
XA-1228120,2479
XA-1203674,500
XA-1240434,1879
XA-1240463,2387
XA-1204644,3298
XA-1133341,50
XA-1130243,2580
XA-1231265,4999
XA-1232751,2609
XA-1184831,2850
XA-1147624,3030
XA-1241041,3689
XA-1087871,1750
XA-1089852,2570
XA-1136437,50
XA-1097935,2600
XA-1067819,3225
XA-1172243,150
XA-1100991,3470
XA-1067972,5780
XA-1177906,3350
XA-1062919,600
XA-1173503,1420
XA-1069223,4320
XA-1231345,699
XA-1060630,1004
XA-1230888,2689
XA-1092284,2480
XA-1211244,2000
XA-1238304,4077
XA-1196202,4460
XA-1133569,1210
XA-1065022,1265
XA-1258800,1569
XA-1254920,1049
XA-1118464,5090
XA-1256371,4187
XA-1235562,600
XA-1256687,3289
XA-1184823,0
XA-1213309,980
XA-1115698,1520
XA-1060368,1120
XA-1252720,949
XA-1194433,1410
XA-1172504,4350
XA-1215123,4260
XA-1236781,1259
XA-1079546,670
XA-1262900,1189
XA-1245460,2349
XA-1268230,1960
XA-1091186,840
XA-1063780,710
XA-1162658,900
XA-1063690,1400
XA-1122450,1960
XA-1090325,960
XA-1127911,1232
XA-1062676,1560
XA-1067721,50
XA-1264782,689
XA-1101565,1198
XA-1103378,1696
XA-1257694,2104
XA-1238970,50
XA-1247457,299
XA-1078827,150
XA-1117886,550
XA-1169587,950
XA-1139914,250
XA-1111347,386
XA-1205670,2100
XA-1249814,1800
XA-1226926,2107
XA-1194213,150
XA-1098969,500
XA-1067266,150
XA-1076442,1000
XA-1208211,1150
XA-1241450,1089
XA-1215502,4270
XA-1208112,1340
XA-1205441,1380
XA-1080560,2260
XA-1115949,1350
XA-1096597,2370
XA-1115378,150
XA-1240519,50
XA-1095953,856
XA-1123914,50
XA-1194858,2120
XA-1110812,200
XA-1124278,1070
XA-1091129,250
XA-1148845,710
XA-1242966,1989
XA-1232526,534
XA-1143285,1840
XA-1118609,2170
XA-1157957,910
XA-1148567,620
XA-1169553,1390
XA-1165030,150
XA-1249622,50
XA-1133317,1024
XA-1265567,840
XA-1095411,850
XA-1187812,430
XA-1166297,950
XA-1081367,1440
XA-1143080,1850
XA-1165085,1090
XA-1148843,2080
XA-1143606,50
XA-1254796,1795
XA-1069376,950
XA-1122169,470
XA-1071788,1300
XA-1064703,2270
XA-1147462,540
XA-1265575,1509
XA-1071127,1780
XA-1217345,500
XA-1248418,2569
XA-1169156,2450
XA-1131044,350
XA-1127852,1960
XA-1123946,150
XA-1078909,310
XA-1157921,1120
XA-1130620,1130
XA-1247677,1339
XA-1068013,490
XA-1159430,700
XA-1063723,250
XA-1140174,1990
XA-1257693,1199
XA-1225388,659
XA-1220382,250
XA-1268520,1189
XA-1248590,150
XA-1201782,880
XA-1062659,1800
XA-1115908,150
XA-1260114,549
XA-1069375,2070
XA-1198020,200
XA-1163150,1640
